0000000095,95,0.9923404504812549
0000000067,67,0.9394470396157112
0000000039,39,0.9350831296562737
0000000001,1,0.023834778960300528
0000000002,2,0.36314389734220137,0000000001
0000000004,4,0.9911862593467219,0000000002,0000000001
0000000059,59,0.8739676121168182
0000000010,10,0.640153012714166
0000000003,3,0.0191691541306013,0000000002
0000000007,7,0.9129139941577055,0000000002,0000000003,0000000001
0000000005,5,0.4750711057938595,0000000003,0000000001,0000000002
0000000008,8,0.183592210434831
0000000011,11,0.6204179022714081,0000000002,0000000003,0000000008
0000000012,12,0.304568150175285,0000000005,0000000004,0000000001
0000000017,17,0.46732394167266794,0000000005,0000000012,0000000011
0000000009,9,0.2304386177095513,0000000003,0000000005,0000000008
0000000014,14,0.07121564862429301
0000000018,18,0.5454495294796942,0000000012,0000000014,0000000007
0000000019,19,0.9555330332162977,0000000010,0000000018,0000000011
0000000028,28,0.8984631087796234,0000000012,0000000009,0000000017
0000000006,6,0.871444298663729
0000000013,13,0.8648647841125799,0000000004,0000000008
0000000074,74,0.8461805426968455
0000000088,88,0.8321860992766446
0000000068,68,0.8066078931917547
0000000026,26,0.5076533187332221,0000000018,0000000007,0000000003
0000000020,20,0.2890438621471157
0000000035,35,0.9011156949670127,0000000009,0000000020,0000000013
0000000029,29,0.7857098672828183,0000000013,0000000026
0000000044,44,0.5506402240299597
0000000015,15,0.4889730556869882,0000000009,0000000012,0000000004
0000000023,23,0.3550305444339051,0000000019,0000000006,0000000013
0000000034,34,0.31915157030991864,0000000009,0000000028,0000000007
0000000084,84,0.8774811596288636,0000000034,0000000011,0000000044
0000000027,27,0.7820677877443444,0000000023,0000000005,0000000006
0000000021,21,0.3491993162123341,0000000018,0000000002
0000000040,40,0.8159062824195614,0000000021,0000000035,0000000010
0000000036,36,0.6633708332329679,0000000019,0000000015,0000000034
0000000016,16,0.4476509533057561,0000000006,0000000005,0000000013
0000000025,25,0.25506314166762395,0000000013,0000000008,0000000011
0000000041,41,0.48843559758360566,0000000003,0000000025,0000000023
0000000031,31,0.25553754914304166,0000000013,0000000012
0000000030,30,0.20377156861506565
0000000037,37,0.12159513476575735,0000000007,0000000031,0000000012
0000000046,46,0.5125702900181822,0000000041,0000000044,0000000037
0000000047,47,0.9886578558541079,0000000013,0000000025,0000000046
0000000057,57,0.9614886894945603,0000000014,0000000015,0000000037
0000000038,38,0.22114365761472488,0000000036,0000000009,0000000030
0000000072,72,0.9771495868430411,0000000009,0000000039,0000000038
0000000043,43,0.18264246334961323,0000000014,0000000039,0000000004
0000000050,50,0.8442903671192896,0000000018,0000000019,0000000043
0000000049,49,0.003143402915569917,0000000006,0000000047,0000000028
0000000094,94,0.8035325726211456,0000000016,0000000027,0000000049
0000000032,32,0.47362467962824817,0000000028,0000000016,0000000029
0000000052,52,0.8398325592754684,0000000032,0000000038,0000000002
0000000070,70,0.7686694871465957
0000000051,51,0.5249977971434854,0000000029,0000000025,0000000032
0000000097,97,0.9807724079061019,0000000051,0000000059,0000000035
0000000092,92,0.7734825041564592,0000000037,0000000014,0000000070
0000000048,48,0.7427064268529905,0000000019,0000000044,0000000039
0000000045,45,0.4969288301812394,0000000027,0000000028,0000000030
0000000060,60,0.6814928954922099,0000000045,0000000037,0000000036
0000000063,63,0.634562280917318,0000000050,0000000032,0000000057
0000000061,61,0.6200368376615601,0000000027,0000000010,0000000030
0000000062,62,0.6114012189481557,0000000019,0000000045
0000000078,78,0.5674873291705875,0000000070,0000000044,0000000061
0000000091,91,0.8302834401738919,0000000047,0000000078,0000000028
0000000071,71,0.5453153969070865
0000000022,22,0.522963789767317,0000000021,0000000017
0000000055,55,0.23963597177810345,0000000049,0000000016
0000000083,83,0.9226949626554154,0000000055,0000000018,0000000063
0000000054,54,0.42810811141510186
0000000075,75,0.7566952592245436,0000000037,0000000054,0000000029
0000000024,24,0.08943825218342998,0000000018,0000000021
0000000033,33,0.6142137918678447,0000000024,0000000010,0000000011
0000000058,58,0.2866131562528428
0000000079,79,0.6117910309212686,0000000075,0000000007,0000000058
0000000082,82,0.7999457623966878,0000000079,0000000009,0000000050
0000000086,86,0.6231387063917282,0000000054,0000000067,0000000058
0000000080,80,0.43712086416738116
0000000089,89,0.34504657281840223,0000000040,0000000048,0000000021
0000000077,77,0.3439245553142458
0000000076,76,0.2919005234530817
0000000066,66,0.2889793081839312
0000000053,53,0.25416411455825927,0000000004,0000000032,0000000021
0000000056,56,0.2447572665034342,0000000007,0000000008,0000000033
0000000085,85,0.2206351037625993
0000000064,64,0.20985935925743485,0000000002,0000000047,0000000041
0000000042,42,0.041445460276765045,0000000030,0000000040,0000000019
0000000065,65,0.20766256587671225,0000000051,0000000042,0000000060
0000000069,69,0.1817736323757602
0000000100,100,0.09671351860153911,0000000011,0000000056,0000000014
0000000073,73,0.09494351981367496
0000000087,87,0.037138948597152444
0000000093,93,0.10447410282992388,0000000012,0000000008,0000000087
0000000096,96,0.14887272458719406,0000000026,0000000093,0000000065
0000000099,99,0.7477769578354808,0000000050,0000000096
0000000098,98,0.28550197606697525,0000000052,0000000096,0000000059
0000000081,81,0.07406474644085635
0000000090,90,0.026114029140315773,0000000010,0000000038,0000000064
