0000000001,1,0.5628989158081465
0000000002,2,0.748305428574835,0000000001
0000000003,3,0.652212144070128,0000000002
0000000004,4,0.8710244759108903
0000000005,5,0.5264796049671777,0000000001,0000000002
0000000006,6,0.8090525551128414
0000000007,7,0.4903770394274134
0000000008,8,0.31367608110845485
0000000009,9,0.4271303949389166
0000000010,10,0.1685239665198278,0000000002
0000000011,11,0.5396412118947882,0000000001,0000000003
0000000012,12,0.014853521846895442,0000000007
0000000013,13,0.6978935218997365,0000000007,0000000004
0000000014,14,0.7142796829402951
0000000015,15,0.5378388730933863
0000000016,16,0.44213511398836103,0000000004,0000000002
0000000017,17,0.5033525798357894,0000000006
0000000018,18,0.61481616625601,0000000011,0000000004
0000000019,19,0.09795487650051495
0000000020,20,0.6738135507676566,0000000010,0000000003
0000000021,21,0.8827685803433564
0000000022,22,0.9765297856278301,0000000009,0000000015
0000000023,23,0.6860450136831538,0000000021
0000000024,24,0.7393870775873839,0000000006
0000000025,25,0.7137925053448354
0000000026,26,0.2314053728070835,0000000012,0000000017
0000000027,27,0.8812188911665719,0000000026,0000000022
0000000028,28,0.48079410219319596,0000000021,0000000011
0000000029,29,0.43845916813572766,0000000014,0000000004
0000000030,30,0.42087572594776307
0000000031,31,0.5668219763118677,0000000025,0000000002
0000000032,32,0.037066106356349875,0000000021,0000000025
0000000033,33,0.01677393429551992,0000000018,0000000007
0000000034,34,0.21693447418638026
0000000035,35,0.5880634558579494
0000000036,36,0.6404666985740968,0000000024,0000000006
0000000037,37,0.6765260065634982,0000000007,0000000004
0000000038,38,0.7073122732249492,0000000028,0000000026
0000000039,39,0.4275528889259852,0000000024,0000000008
0000000040,40,0.32628796466646093,0000000014,0000000002
0000000041,41,0.989258059496235,0000000023,0000000026
0000000042,42,0.5094431272803637,0000000020,0000000008
0000000043,43,0.6956065584146331,0000000040,0000000028
0000000044,44,0.46509865160267294,0000000033,0000000018
0000000045,45,0.7967662696760864,0000000022,0000000010
0000000046,46,0.1505627326586953,0000000001,0000000034
0000000047,47,0.5871697961863517,0000000004,0000000008
0000000048,48,0.8481819453263421,0000000002,0000000014
0000000049,49,0.5424550350714306,0000000019,0000000048
0000000050,50,0.9578677765146528,0000000019,0000000038
0000000051,51,0.8352009564431001,0000000002,0000000028
0000000052,52,0.557597864968051,0000000029,0000000017
0000000053,53,0.05776925791740175,0000000005,0000000006
0000000054,54,0.3199645552502295,0000000053,0000000020
0000000055,55,0.3510245162587463
0000000056,56,0.8726622570341039,0000000010,0000000055
0000000057,57,0.41498130391268717
0000000058,58,0.1254500578800179,0000000036,0000000037
0000000059,59,0.3577790460574528,0000000014,0000000048
0000000060,60,0.8459304143698259,0000000011,0000000023
0000000061,61,0.48521444322160795,0000000027,0000000013
0000000062,62,0.12885511336781535,0000000005,0000000016
0000000063,63,0.3674803997498925,0000000044,0000000032
0000000064,64,0.5760779458069178,0000000003,0000000055
0000000065,65,0.9378459692634005,0000000005,0000000064
0000000066,66,0.2169297688236429,0000000050,0000000063
0000000067,67,0.6251263252069248
0000000068,68,0.3768400017526039,0000000046,0000000051
0000000069,69,0.3237090810952054,0000000014,0000000027
0000000070,70,0.9666034928258643,0000000027,0000000025
0000000071,71,0.9117536989016423
0000000072,72,0.3288676117878678,0000000037,0000000039
0000000073,73,0.14486485832839457,0000000061,0000000048
0000000074,74,0.6175933854030369
0000000075,75,0.4071440340240678,0000000032,0000000037
0000000076,76,0.23308922913376479,0000000074,0000000020
0000000077,77,0.524567737839498
0000000078,78,0.18569961849936145
0000000079,79,0.1262136936179204,0000000048,0000000059
0000000080,80,0.7328606062859431,0000000031,0000000011
0000000081,81,0.47874656736253784
0000000082,82,0.058899298795774845
0000000083,83,0.4267066068836214,0000000006,0000000024
0000000084,84,0.4995632018015718,0000000033,0000000076
0000000085,85,0.16405704829229176
0000000086,86,0.3833376400645938,0000000058,0000000064
0000000087,87,0.8318237470430294,0000000059,0000000008
0000000088,88,0.2603975413739396,0000000071,0000000081
0000000089,89,0.622374366967831,0000000048,0000000024
0000000090,90,0.5676139703376807
0000000091,91,0.6398301380114536,0000000020,0000000083
0000000092,92,0.9270967355260462,0000000087,0000000073
0000000093,93,0.2108914344864889,0000000060,0000000009
0000000094,94,0.9315645668805509,0000000020,0000000087
0000000095,95,0.9590656153345989
0000000096,96,0.995121951858819
0000000097,97,0.4452885557716295,0000000064,0000000092
0000000098,98,0.6390326178715499,0000000057,0000000047
0000000099,99,0.8105153281206271,0000000074,0000000069
0000000100,100,0.5439992346688768,0000000098,0000000079
