0000000001,1,0.2701959064818222
0000000002,2,0.02795195522709722,0000000001
0000000003,3,0.9446853958669136
0000000004,4,0.5270717393197957
0000000005,5,0.8160149225981289,0000000003,0000000002
0000000006,6,0.8079140651005174,0000000003
0000000007,7,0.4141195745831212
0000000008,8,0.26853283520726867,0000000002,0000000006
0000000009,9,0.690729686482117,0000000001,0000000003
0000000010,10,0.8021664414783825,0000000001
0000000011,11,0.04934399135977857,0000000004,0000000007
0000000012,12,0.2394671662704828,0000000009,0000000004
0000000013,13,0.3450931482866427,0000000007,0000000006
0000000014,14,0.4068636893612211
0000000015,15,0.5986965680393646,0000000005,0000000013
0000000016,16,0.768850095292991,0000000004,0000000012
0000000017,17,0.6061463019902661,0000000016,0000000010
0000000018,18,0.9929434780925369,0000000011,0000000010
0000000019,19,0.8525694029391343,0000000012
0000000020,20,0.5936887395292552
0000000021,21,0.07528191798405472,0000000017,0000000010
0000000022,22,0.20120832915594655,0000000010
0000000023,23,0.0319873941662496,0000000019,0000000011
0000000024,24,0.2888364487672807,0000000008
0000000025,25,0.09517322594286093,0000000009,0000000002
0000000026,26,0.806604092842019,0000000006,0000000007
0000000027,27,0.007538569006349341,0000000004,0000000024
0000000028,28,0.19986324958958832
0000000029,29,0.41361606924761357,0000000003,0000000020
0000000030,30,0.9833496967695171,0000000011,0000000020
0000000031,31,0.5135827684141433,0000000017,0000000005
0000000032,32,0.9902484989162958,0000000031,0000000017
0000000033,33,0.24421683919358889
0000000034,34,0.04404267445779945
0000000035,35,0.6899407679424937
0000000036,36,0.5276978291330096,0000000033,0000000032
0000000037,37,0.7727791519103127
0000000038,38,0.894275779892919,0000000001,0000000025
0000000039,39,0.1627406953142292
0000000040,40,0.6888100186258604,0000000004,0000000018
0000000041,41,0.7780111502527234
0000000042,42,0.14127339016521626
0000000043,43,0.24254114095616147,0000000026,0000000008
0000000044,44,0.2308602933943548,0000000041,0000000032
0000000045,45,0.6536383011857231
0000000046,46,0.7624043292178245,0000000022,0000000008
0000000047,47,0.8182063614867144,0000000006,0000000017
0000000048,48,0.9508766633325115,0000000034
