0000000001,1,0.5639906305367376
0000000374,374,0.9818971934020969
0000000004,4,0.827938073275595
0000000010,10,0.7488939927528299,0000000004
0000000322,322,0.9204806775259188
0000000006,6,0.597529612414106
0000000038,38,0.9334658395266573
0000000053,53,0.9568795928805857
0000000003,3,0.01642356943145516
0000000013,13,0.9570929273412339,0000000003,0000000010
0000000007,7,0.22290636457056973
0000000005,5,0.03888405072179305,0000000001
0000000260,260,0.86828130450729
0000000011,11,0.29834899577826723,0000000006,0000000004
0000000014,14,0.15471928929042725
0000000018,18,0.646246537089293,0000000004,0000000014
0000000021,21,0.9688440722993104,0000000003,0000000018
0000000008,8,0.3133799860987243
0000000033,33,0.933887902096908,0000000008,0000000007
0000000074,74,0.9280283578583978
0000000044,44,0.8235080908677125,0000000003
0000000020,20,0.15549159565129314,0000000005,0000000014
0000000017,17,0.06585303829187614,0000000011,0000000014
0000000025,25,0.7507403293099645,0000000017,0000000014
0000000032,32,0.8537834067445569,0000000020,0000000021
0000000045,45,0.9600783037175626,0000000044,0000000011
0000000323,323,0.9609396573046455,0000000260,0000000025
0000000114,114,0.9698532352557508
0000000002,2,0.8539606782925924,0000000001
0000000016,16,0.1967191711393741,0000000008,0000000002
0000000130,130,0.959809531105327,0000000033,0000000018
0000000086,86,0.9433377560197905
0000000022,22,0.767047258258881,0000000016
0000000406,406,0.9961709114042359
0000000220,220,0.8817336457522852
0000000108,108,0.9548393372251762,0000000001,0000000022
0000000012,12,0.6543074851589661,0000000007,0000000005
0000000019,19,0.5112762448418862,0000000003,0000000010
0000000050,50,0.7514032481417817
0000000040,40,0.8386134009442869,0000000019
0000000023,23,0.49940701205929994,0000000012,0000000001
0000000129,129,0.8779697055452264
0000000202,202,0.832345927625735
0000000217,217,0.8809704813543868
0000000077,77,0.9736531586075533,0000000005,0000000023
0000000156,156,0.8639299763162838
0000000261,261,0.8370164471575963
0000000061,61,0.629674604909206
0000000024,24,0.36123816923623453
0000000031,31,0.0730920239891578,0000000024,0000000023
0000000470,470,0.9561963289599843
0000000052,52,0.7176214596259993,0000000023,0000000031
0000000107,107,0.8168886229430331,0000000031,0000000050
0000000131,131,0.7391950655977223
0000000035,35,0.7032558263055227,0000000021,0000000032
0000000174,174,0.8689599647831142,0000000052,0000000050
0000000214,214,0.9460699057937602,0000000020,0000000024
0000000347,347,0.8548020791872466
0000000090,90,0.6505150811910385,0000000061,0000000012
0000000425,425,0.9777141480797263
