0000000001,1,0.6450849727756575
0000000002,2,0.8033040771124771,0000000001
0000000003,3,0.7710923669715603,0000000002,0000000001
0000000004,4,0.9839462649999436
0000000005,5,0.3966735246105072
0000000006,6,0.7944731471936869
0000000007,7,0.393899448233955,0000000006,0000000003
0000000008,8,0.9753549017501818,0000000007,0000000003
0000000009,9,0.3300970342783872
0000000010,10,0.7154400962363716
0000000011,11,0.49265632186223907
0000000012,12,0.8154111619698352
0000000013,13,0.4257465347165068
0000000014,14,0.3142727770598808
0000000015,15,0.546095954942928,0000000013,0000000006
0000000016,16,0.8304053317293512
0000000017,17,0.5328258369183422,0000000008
0000000018,18,0.6476474627334727,0000000016,0000000010
0000000019,19,0.7440363639738896,0000000017,0000000005
0000000020,20,0.44323428367172385,0000000003,0000000009
0000000021,21,0.18565609120284546,0000000007,0000000011
0000000022,22,0.610830428813153
0000000023,23,0.29409448610110667
0000000024,24,0.05173024639429884
0000000025,25,0.889019637338537,0000000011,0000000014
0000000026,26,0.3941731192449924
0000000027,27,0.25299026459154594
0000000028,28,0.6625850554916605
0000000029,29,0.5420414292194726
0000000030,30,0.7949040383834872
0000000031,31,0.2726115578855319,0000000001
0000000032,32,0.6046138052658491,0000000029,0000000001
0000000033,33,0.7405245059153915
0000000034,34,0.3874888037122054,0000000018,0000000006
0000000035,35,0.969655826298408
0000000036,36,0.48558806551137895
0000000037,37,0.8441042799470019
0000000038,38,0.4282424566158852,0000000003
0000000039,39,0.5384269443992383,0000000011
0000000040,40,0.023047765030226167
0000000041,41,0.29299575077541623,0000000010
0000000042,42,0.8787144884143233,0000000011,0000000002
0000000043,43,0.43288733025358117
0000000044,44,0.14176777810797284,0000000028,0000000031
0000000045,45,0.5776948841735629
0000000046,46,0.33028957075017235
0000000047,47,0.049699958755026516
0000000048,48,0.3024408251905006
0000000049,49,0.5243379179450834
0000000050,50,0.3565975170591118
0000000051,51,0.03285876990181766,0000000017,0000000026
0000000052,52,0.5047063393078511,0000000031,0000000025
0000000053,53,0.4217143102828272
0000000054,54,0.7209931550088889
0000000055,55,0.43175930907368415,0000000046
0000000056,56,0.7405129158381207
0000000057,57,0.5855689071641746
0000000058,58,0.2845881415181859,0000000026,0000000032
0000000059,59,0.3310627922513699
0000000060,60,0.2045415177123738,0000000013,0000000033
0000000061,61,0.10311293984057006
0000000062,62,0.4042842033584492
0000000063,63,0.2724024208269066
0000000064,64,0.23716242588234493
0000000065,65,0.5587540325604745,0000000030,0000000027
0000000066,66,0.9530927839024511,0000000024,0000000045
0000000067,67,0.1798805745895793
0000000068,68,0.2551610807058401
0000000069,69,0.05776016388808633,0000000005,0000000040
0000000070,70,0.03349725012243633
0000000071,71,0.8793968957250468,0000000040,0000000050
0000000072,72,0.7919115382328117
0000000073,73,0.8679124464516917
0000000074,74,0.5279949916189626
0000000075,75,0.1448129000220725
0000000076,76,0.8626440197162099
0000000077,77,0.6729349431896424
0000000078,78,0.7801096251244198,0000000033,0000000042
0000000079,79,0.936756599821031,0000000032,0000000020
0000000080,80,0.27725125102942166
0000000081,81,0.7942017614293192
0000000082,82,0.5717901163557085
0000000083,83,0.5506634213216743,0000000040,0000000031
0000000084,84,0.3577490281799774
0000000085,85,0.6407158691919632,0000000006,0000000019
0000000086,86,0.6318694891199687
0000000087,87,0.5621639008125261,0000000003,0000000057
0000000088,88,0.7436932728032575
0000000089,89,0.2844719790340279,0000000063,0000000078
0000000090,90,0.9235044736907791,0000000048
0000000091,91,0.7609474681358311
0000000092,92,0.41846708198486876,0000000059,0000000056
0000000093,93,0.8807881063139754,0000000009,0000000023
0000000094,94,0.4489008409534091,0000000072,0000000083
0000000095,95,0.6153084999542744,0000000051,0000000001
0000000096,96,0.2883686920200583
0000000097,97,0.7847756678814642
0000000098,98,0.9569927296712967
0000000099,99,0.14619437517728526
0000000100,100,0.7321330705248764
