rGrngzlsWbjUudKGfJbHsexXztINUxNMwlnEpZZc,1,0.7519197911866697, 
YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf,2,0.36298106683805575, 
FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE,3,0.9132678076902364, 
dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM,4,0.5663554132582836,YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf
aIlGqRUqOrIPmTxYogswWdwoZeJZCGlhcUcffvDU,5,0.4945274056310029,YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf
zoviFNeXSTzRAMSZaagllljHAyqRwRRjXFwgbrxs,6,0.33885113622505003,FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE
ImHhUrookngnxyTiYAlFbjKUBViloPszUYUnZfIM,7,0.948223066251247,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
LcVSAphIXmLfWBeykRVmcuEBqyDrgvIPOCYJEaih,8,0.2287122226600367,zoviFNeXSTzRAMSZaagllljHAyqRwRRjXFwgbrxs
TqkUElaggXNKLDPQACwfMDchWnMvcvGXmAuAkBvn,9,0.12275004915259534,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
zzJmDIQBHAJJWyoSWsqMbinSKzTrDZIcsxqOrUHU,15,0.6122333006077875,aIlGqRUqOrIPmTxYogswWdwoZeJZCGlhcUcffvDU
xKLmJDXaxftbOaSYcTpDpsGqYrRxqvvjotOXyCCH,11,0.8169567873958237,FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE
ryThfqdKXElJbbatuDdGQyPEuxAGgVIqKoQnKYjj,12,0.7402968566834041,rGrngzlsWbjUudKGfJbHsexXztINUxNMwlnEpZZc
kcKDnMKDxlsfBaZIfvsAzCEBszYYDHebVipALsRJ,13,0.9957472775908636,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
xhaKXICDGqANvGnwWDriWsCsGmYDqFzkCOmJuXxI,14,0.8089845853132424,LcVSAphIXmLfWBeykRVmcuEBqyDrgvIPOCYJEaih
LxcyqLLfDluiUJWtGoOBvlJaqbMalSjhVVOXYHcb,10,0.5061612511324157,TqkUElaggXNKLDPQACwfMDchWnMvcvGXmAuAkBvn
