rGrngzlsWbjUudKGfJbHsexXztINUxNMwlnEpZZc,1,0.7920023799970289, 
YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf,2,0.36534805631356, 
FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE,3,0.5420008641674107, 
dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM,4,0.9751548349938839,YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf
aIlGqRUqOrIPmTxYogswWdwoZeJZCGlhcUcffvDU,5,0.3144021733715019,YQnkPkRPoZONQHtCCEeXazANfgaEobvLComzRbLf
zoviFNeXSTzRAMSZaagllljHAyqRwRRjXFwgbrxs,6,0.4566108056589279,FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE
ImHhUrookngnxyTiYAlFbjKUBViloPszUYUnZfIM,7,0.708852009603521,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
LcVSAphIXmLfWBeykRVmcuEBqyDrgvIPOCYJEaih,8,0.8242377990898567,zoviFNeXSTzRAMSZaagllljHAyqRwRRjXFwgbrxs
TqkUElaggXNKLDPQACwfMDchWnMvcvGXmAuAkBvn,9,0.2180439671147644,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
zzJmDIQBHAJJWyoSWsqMbinSKzTrDZIcsxqOrUHU,15,0.6092023963268041,aIlGqRUqOrIPmTxYogswWdwoZeJZCGlhcUcffvDU
LxcyqLLfDluiUJWtGoOBvlJaqbMalSjhVVOXYHcb,10,0.31642909824332305,TqkUElaggXNKLDPQACwfMDchWnMvcvGXmAuAkBvn
ryThfqdKXElJbbatuDdGQyPEuxAGgVIqKoQnKYjj,12,0.6385933100365934,rGrngzlsWbjUudKGfJbHsexXztINUxNMwlnEpZZc
kcKDnMKDxlsfBaZIfvsAzCEBszYYDHebVipALsRJ,13,0.5587118764376406,dXxTJOGtcCUweVNQJLedCORDTbfyBYgGRpACoRHM
xhaKXICDGqANvGnwWDriWsCsGmYDqFzkCOmJuXxI,14,0.08972579540716853,LcVSAphIXmLfWBeykRVmcuEBqyDrgvIPOCYJEaih
xKLmJDXaxftbOaSYcTpDpsGqYrRxqvvjotOXyCCH,11,0.025885515363618654,FIvzpWoMYIdJxBaJuwzwakTuJtlydfyaPUbsWdLE
