0000000001,1,0.00923535837091381
0000000002,2,0.4942682408786237,0000000001
0000000003,3,0.26050265792855926,0000000002
0000000004,4,0.24588546537798944,0000000003,0000000002
0000000005,5,0.0920231484700292,0000000002,0000000001
0000000006,6,0.6758993041227064,0000000001
0000000007,7,0.7019682847381336,0000000001,0000000002
0000000008,8,0.8559910157342893,0000000007,0000000005,0000000003
0000000009,9,0.8445396077031262
0000000010,10,0.29160540161845255,0000000002
0000000011,11,0.29674970548676416,0000000002,0000000003
0000000012,12,0.43002082890595156,0000000007,0000000003,0000000001
0000000013,13,0.5432924489407818,0000000005,0000000006,0000000011
0000000014,14,0.3097364719303943,0000000003,0000000002,0000000008
0000000015,15,0.1102975136432148,0000000009,0000000006
0000000016,16,0.7755563239520057,0000000012,0000000006
0000000017,17,0.24978185190571747
0000000018,18,0.625986754675621,0000000006,0000000013
0000000019,19,0.5792395739472627,0000000015,0000000004
0000000020,20,0.8167105210407531,0000000004,0000000019,0000000006
0000000021,21,0.8103260911228461,0000000018,0000000011,0000000019
0000000022,22,0.7128421839611259,0000000008,0000000006
0000000023,23,0.8490265684705665,0000000011,0000000001,0000000009
0000000024,24,0.29096636784379976,0000000020,0000000009,0000000007
0000000025,25,0.8635519710275096,0000000012,0000000018,0000000023
0000000026,26,0.40533361000925683,0000000016,0000000001,0000000015
0000000027,27,0.13946134551022876
0000000028,28,0.49445579175620397,0000000002,0000000010,0000000024
0000000029,29,0.23308355776513578,0000000025,0000000024,0000000010
0000000030,30,0.44654756142017643,0000000022,0000000025,0000000007
0000000031,31,0.46318155335236005,0000000010,0000000012,0000000009
0000000032,32,0.9030803028179575,0000000003,0000000012,0000000031
0000000033,33,0.6523985647497886,0000000001,0000000025,0000000003
0000000034,34,0.818502384915395,0000000016,0000000030,0000000001
0000000035,35,0.9375934150879054
0000000036,36,0.3450024816715164,0000000032,0000000007,0000000015
0000000037,37,0.013917392832536363,0000000019,0000000004,0000000005
0000000038,38,0.8026710779355688,0000000008,0000000032,0000000031
0000000039,39,0.958604024720826
0000000040,40,0.6400869193944165,0000000025,0000000019,0000000008
0000000041,41,0.6509935360027803
0000000042,42,0.15737959431546403,0000000036,0000000003,0000000015
0000000043,43,0.6926890149153215,0000000022,0000000033,0000000003
0000000044,44,0.967865130981679,0000000032,0000000036,0000000006
0000000045,45,0.24251615899481174,0000000025,0000000022,0000000044
0000000046,46,0.6711476176310188,0000000035,0000000029,0000000009
0000000047,47,0.5957055403147409,0000000006,0000000017,0000000001
0000000048,48,0.5098572102579663,0000000009,0000000028,0000000021
0000000049,49,0.7480915378241898,0000000022,0000000024,0000000013
0000000050,50,0.6543411127004524
0000000051,51,0.5950060779809856,0000000047,0000000017
0000000052,52,0.3995803533728907
0000000053,53,0.14521633119253052,0000000010,0000000008,0000000015
0000000054,54,0.8989714817859827,0000000030,0000000023,0000000027
0000000055,55,0.12168075748051786,0000000025,0000000007,0000000050
0000000056,56,0.5646028469985293,0000000022,0000000002,0000000042
0000000057,57,0.3645969017838494,0000000040,0000000023,0000000018
0000000058,58,0.25168316439129224,0000000051,0000000021,0000000027
0000000059,59,0.9249532028736612,0000000055,0000000021,0000000013
0000000060,60,0.13305295351513383,0000000051,0000000007,0000000017
0000000061,61,0.12358778393962465
0000000062,62,0.6622449677170806,0000000037,0000000036,0000000028
0000000063,63,0.4522041883294316,0000000008,0000000046
0000000064,64,0.5440758875317189,0000000020,0000000017,0000000007
0000000065,65,0.2516329105283704,0000000040,0000000019,0000000013
0000000066,66,0.8042268145001468
0000000067,67,0.11965630059607758,0000000019,0000000035,0000000009
0000000068,68,0.7475364546727131,0000000058,0000000016,0000000014
0000000069,69,0.7484400609594304,0000000052,0000000001,0000000023
0000000070,70,0.7382408057949836,0000000055,0000000004,0000000005
0000000071,71,0.8927660789316755,0000000022,0000000006,0000000016
0000000072,72,0.36663235572246583,0000000045,0000000009,0000000058
0000000073,73,0.28566656503590104
0000000074,74,0.07178516654768254,0000000008,0000000030,0000000068
0000000075,75,0.5565243649430905,0000000035,0000000043,0000000015
0000000076,76,0.857176708628675,0000000051,0000000036,0000000033
0000000077,77,0.5292258010819817,0000000056,0000000041,0000000048
0000000078,78,0.3806937509020533,0000000071,0000000011
0000000079,79,0.07186015463163128,0000000024,0000000040,0000000009
0000000080,80,0.8420805543982093,0000000069,0000000013,0000000075
0000000081,81,0.979010153524548,0000000009,0000000033,0000000052
0000000082,82,0.9213281361679231,0000000043,0000000077,0000000016
0000000083,83,0.0007808178892245609,0000000031,0000000001,0000000026
0000000084,84,0.39663123451139065,0000000031,0000000009,0000000082
0000000085,85,0.97875243056357,0000000016,0000000081,0000000078
0000000086,86,0.6110524299224142,0000000082,0000000010,0000000085
0000000087,87,0.9331238642915148,0000000034,0000000030,0000000035
0000000088,88,0.18963525542930376,0000000036,0000000084,0000000012
0000000089,89,0.21296499725043866,0000000069,0000000041,0000000038
0000000090,90,0.45409275660968307,0000000075,0000000038,0000000058
0000000091,91,0.7137403079097063
0000000092,92,0.41114888759225193,0000000019,0000000031,0000000053
0000000093,93,0.2580081959022163
0000000094,94,0.4631984976691192,0000000082,0000000040,0000000061
0000000095,95,0.5776418883684951,0000000004,0000000009,0000000030
0000000096,96,0.03308872108609129,0000000049,0000000005,0000000028
0000000097,97,0.5441208812496205,0000000069,0000000049,0000000013
0000000098,98,0.29512876651934433,0000000020,0000000045,0000000039
0000000099,99,0.8882586741020957,0000000061,0000000047,0000000044
0000000100,100,0.42115088991882266,0000000098,0000000018
