0000000003,3,0.9379337999010798
0000000001,1,0.8079764531130278
0000000004,4,0.9205683818823147,0000000003
0000000005,5,0.99852208939054,0000000004,0000000001,0000000003
0000000002,2,0.4677441129717338,0000000001
0000000009,9,0.9341748706690739,0000000003,0000000004,0000000002
0000000007,7,0.6264313696005995,0000000005,0000000004
0000000032,32,0.8249502103685291
0000000008,8,0.13823283295227184,0000000007,0000000005
0000000010,10,0.9412767227408156,0000000008,0000000003,0000000009
0000000006,6,0.7459401441738638,0000000005,0000000001,0000000002
0000000022,22,0.8284265518704569,0000000009,0000000004,0000000002
0000000024,24,0.6250998329346612,0000000010,0000000005,0000000002
0000000019,19,0.5573583989749792
0000000020,20,0.7696413932675712,0000000019
0000000012,12,0.7778675703299835
0000000046,46,0.6377761822435895
0000000011,11,0.44725955992368815,0000000008,0000000001,0000000005
0000000029,29,0.558919877542388
0000000013,13,0.4486076148721524,0000000006,0000000008,0000000007
0000000014,14,0.3178249736364471,0000000005,0000000006,0000000011
0000000017,17,0.33458244251878755,0000000010,0000000007,0000000003
0000000021,21,0.5038090168094231,0000000011,0000000005,0000000008
0000000039,39,0.6459613199658548,0000000032,0000000003,0000000021
0000000018,18,0.4150528013428693,0000000011,0000000013,0000000014
0000000023,23,0.48729872313486217,0000000020,0000000017,0000000009
0000000053,53,0.9303495225028697,0000000029,0000000046,0000000023
0000000027,27,0.3246006561866988,0000000022,0000000017,0000000018
0000000040,40,0.7473084303283863,0000000003,0000000027,0000000011
0000000061,61,0.9065374645475046,0000000024,0000000011
0000000030,30,0.29234126301684943,0000000009,0000000007
0000000028,28,0.07376151525681748,0000000008,0000000013,0000000002
0000000035,35,0.884702327174777,0000000017,0000000024,0000000028
0000000026,26,0.18283032757644366,0000000017,0000000006
0000000033,33,0.457149929588246,0000000026,0000000022,0000000030
0000000038,38,0.9458232905761882,0000000033,0000000006,0000000007
0000000063,63,0.7685672131174618,0000000033,0000000023,0000000039
0000000072,72,0.9264555021024764,0000000026,0000000006,0000000029
0000000043,43,0.4652675615201972,0000000040,0000000014,0000000007
0000000092,92,0.8557700024979619,0000000028,0000000040,0000000046
0000000025,25,0.08026666900298202,0000000019,0000000018,0000000009
0000000056,56,0.747301669267026,0000000025,0000000024,0000000026
0000000042,42,0.1673724163624279,0000000009,0000000010,0000000025
0000000045,45,0.9613285722666568,0000000028,0000000043,0000000042
0000000016,16,0.3953179009902682,0000000002,0000000004,0000000014
0000000047,47,0.9408689501677112,0000000028,0000000042,0000000019
0000000015,15,0.2567044086586552,0000000006,0000000005,0000000004
0000000076,76,0.8417019157235464,0000000019,0000000015,0000000042
0000000034,34,0.5870557344443721,0000000026,0000000003,0000000020
0000000031,31,0.5186555453395353,0000000026,0000000002,0000000021
0000000059,59,0.7697084851077304,0000000015,0000000017,0000000034
0000000074,74,0.6435885244626771,0000000061,0000000012,0000000019
0000000037,37,0.1037944919061031,0000000014,0000000023,0000000016
0000000055,55,0.9101933916126093,0000000037,0000000031,0000000002
0000000065,65,0.9666542731864814,0000000030,0000000038,0000000059
0000000087,87,0.7282359756579097,0000000037,0000000076,0000000007
0000000048,48,0.5862252518496135,0000000043,0000000035,0000000030
0000000088,88,0.5679734137524257
0000000071,71,0.5285805946522315,0000000059,0000000024,0000000001
0000000097,97,0.9482026419356928,0000000039,0000000071,0000000003
0000000044,44,0.4610634853980029,0000000042,0000000011,0000000008
0000000077,77,0.922699314230944,0000000044,0000000030,0000000035
0000000066,66,0.9064019958878006,0000000044,0000000010,0000000008
