0000000001,1,0.6975152267684516
0000000002,2,0.20991587016864477,0000000001
0000000003,3,0.6753922160315199,0000000002
0000000004,4,0.07893611620520812,0000000002,0000000001
0000000005,5,0.07067173022712783
0000000006,6,0.5155207300100488,0000000003,0000000001,0000000005
0000000007,7,0.473963591963828,0000000003,0000000006,0000000002
0000000008,8,0.8044904677524684,0000000001,0000000005,0000000003
0000000009,9,0.9801400403888025,0000000005,0000000008,0000000001
0000000010,10,0.467191264995923,0000000008,0000000003,0000000007
0000000011,11,0.29243873944873705,0000000005
0000000012,12,0.25853398167640107,0000000011,0000000008
0000000013,13,0.5828397905869337,0000000009,0000000010,0000000001
0000000014,14,0.0878029968269905,0000000004,0000000009,0000000010
0000000015,15,0.9488806051149422
0000000016,16,0.5214324793169367
0000000017,17,0.2588560008717022,0000000003
0000000018,18,0.07008063827468966
0000000019,19,0.18544285064847635,0000000006,0000000015,0000000005
0000000020,20,0.9108694255432567,0000000010,0000000016,0000000007
0000000021,21,0.5330997032257176,0000000008,0000000003,0000000017
0000000022,22,0.04075045781993404,0000000012,0000000003
0000000023,23,0.7458212203189596
0000000024,24,0.09791966954339663,0000000005,0000000013,0000000006
0000000025,25,0.7822793768722823,0000000012,0000000024
0000000026,26,0.8743851306762774,0000000023,0000000002,0000000015
0000000027,27,0.5572463841288056,0000000022,0000000017,0000000011
0000000028,28,0.9996788620280224,0000000002,0000000007,0000000024
0000000029,29,0.16280480217635818,0000000013,0000000003,0000000014
0000000030,30,0.7012718754785875,0000000028,0000000005,0000000017
0000000031,31,0.025724852161411366,0000000026,0000000006,0000000019
0000000032,32,0.33830411118191045,0000000013,0000000002,0000000008
0000000033,33,0.41511611412121924,0000000018,0000000012,0000000004
0000000034,34,0.24677071589607508,0000000033,0000000027
0000000035,35,0.2989931242907507,0000000022,0000000014,0000000002
0000000036,36,0.015778648456770156,0000000015,0000000011,0000000032
0000000037,37,0.19801291232843732,0000000006,0000000002,0000000013
0000000038,38,0.7815519662758125,0000000023,0000000020,0000000021
0000000039,39,0.21652496655980558,0000000038,0000000006,0000000012
0000000040,40,0.03626122645711407,0000000019,0000000036
0000000041,41,0.08206732666499887
0000000042,42,0.10703611113471262,0000000003,0000000002
0000000043,43,0.9955596015003417
0000000044,44,0.6894486907899369,0000000034,0000000022,0000000023
0000000045,45,0.04849457083856109,0000000020,0000000019,0000000041
0000000046,46,0.6738907194641399,0000000021,0000000011
0000000047,47,0.8994714325690384,0000000041,0000000017,0000000031
0000000048,48,0.22489068475788263
0000000049,49,0.8437414390314334,0000000016,0000000040,0000000036
0000000050,50,0.2342352759503841,0000000037,0000000034,0000000005
0000000051,51,0.1931965117951538,0000000022,0000000009
0000000052,52,0.7738440965935627,0000000040,0000000003,0000000034
