0000000002,2,0.9604554088917725
0000000095,95,0.9950346536827117
0000000093,93,0.8872688118943008
0000000086,86,0.8693817353624375
0000000025,25,0.9457508658332314
0000000097,97,0.9273696118049448
0000000001,1,0.7483171737699086
0000000020,20,0.8916482418822635
0000000003,3,0.6855144626239018
0000000054,54,0.9188163529353284
0000000021,21,0.9025060444570713
0000000004,4,0.303271038097568
0000000046,46,0.9523353616631829
0000000050,50,0.9156049312928612
0000000030,30,0.9700422991252613,0000000020
0000000023,23,0.7868810203103961
0000000005,5,0.40854732541894156,0000000004,0000000003
0000000024,24,0.8622327467663075
0000000008,8,0.8047200708228951,0000000001,0000000005
0000000007,7,0.2924159332160291
0000000035,35,0.8970213933840462,0000000030
0000000040,40,0.7845542054500244
0000000091,91,0.7168706117612494
0000000059,59,0.8326151297272746
0000000013,13,0.6871832329566057
0000000036,36,0.6569214826606163
0000000022,22,0.4466080027451459
0000000100,100,0.7447881048074444
0000000026,26,0.1643841449192493
0000000038,38,0.8394592081742748,0000000026,0000000022
0000000009,9,0.7615939832901982,0000000007
0000000084,84,0.7092455750099413
0000000011,11,0.19317651060900956
0000000016,16,0.38452954220948954,0000000011,0000000007
0000000039,39,0.9196879744934237,0000000026
0000000042,42,0.6833628568126829
0000000060,60,0.7474011805158186
0000000027,27,0.2571622709557062,0000000016,0000000020
0000000043,43,0.2908412989159329,0000000042,0000000022
0000000029,29,0.594936654165615
0000000032,32,0.7921019014922663,0000000027,0000000002
0000000045,45,0.8261768934444785,0000000021,0000000043
0000000049,49,0.7191352625867723
0000000079,79,0.5986043567447362
0000000098,98,0.5668747191485523
0000000061,61,0.8117129221374634,0000000032,0000000002
0000000019,19,0.5891162657367992,0000000001,0000000002
0000000066,66,0.609609269712661,0000000026,0000000004
0000000015,15,0.16256179978658172,0000000003
0000000063,63,0.739986091321773,0000000029,0000000026
0000000010,10,0.06912352200661015,0000000002,0000000001
0000000078,78,0.5298115616034862
0000000012,12,0.40549806307226577,0000000007,0000000010
0000000017,17,0.3794264993428692,0000000015,0000000010
0000000018,18,0.3698595849323706
0000000069,69,0.5399085515336904
0000000044,44,0.5825355090676064,0000000030,0000000013
0000000071,71,0.577343007246401,0000000036,0000000017
0000000041,41,0.6252598644061529
0000000076,76,0.9468071169544516,0000000071,0000000063
0000000099,99,0.39855309136896555
0000000077,77,0.38466895908318194,0000000019,0000000023
0000000070,70,0.4372902761811895,0000000059,0000000049
0000000087,87,0.3885311262134678
0000000033,33,0.24365951932402616
0000000057,57,0.2780735132711379
0000000067,67,0.8270875610415218,0000000041,0000000057
0000000096,96,0.8034457692170649,0000000033,0000000026
0000000051,51,0.057427463648223154
0000000080,80,0.23486234629329344
0000000081,81,0.2580590209679195
0000000006,6,0.26809916528250927
0000000034,34,0.2413876188451519,0000000023,0000000026
0000000014,14,0.18652316870025332
0000000048,48,0.17113646547187078,0000000024
0000000082,82,0.1523175382679234
0000000072,72,0.15467981277569884
0000000055,55,0.30952844080031916,0000000001,0000000040
0000000028,28,0.10087396784707485
0000000083,83,0.19371499752204285,0000000024,0000000028
0000000089,89,0.20427460214390067
0000000094,94,0.696523479012219,0000000089,0000000060
0000000047,47,0.11375298328280717
0000000073,73,0.05028816646446647
0000000085,85,0.8444032083515348,0000000073,0000000047
0000000053,53,0.0036670864429019646,0000000039,0000000047
0000000056,56,0.18316526274885836,0000000004,0000000022
0000000064,64,0.054851962545929236
0000000062,62,0.11398835479634191,0000000042,0000000051
0000000088,88,0.14209533306051186
0000000065,65,0.0528100231403584
0000000092,92,0.2729485293877803,0000000012,0000000065
0000000031,31,0.19463606755057497
0000000090,90,0.1489962345835247
0000000058,58,0.040072906186543404
0000000068,68,0.09326784299699095
0000000074,74,0.07612748139624852
0000000037,37,0.016447587907998478
0000000075,75,0.09387139675375691,0000000022,0000000051
0000000052,52,0.0044390249144183715,0000000029,0000000047
